division,category,Gene Symbol,Gene Name,Synonyms,MGI_IDs,MGI_IDs Links,UniProt_IDs,Refseq_IDs,Notes
Matrisome-associated,ECM-affiliated Proteins,Muc2,mucin 2,2010015E03Rik|MCM|wnn,MGI:1339364,MGI:1339364,F6QGV1:Q0P622:Q0P623:Q17S18:Q80Z19:Q8CIA2:Q9R1L0:Q9WVG0,NP_076055.3 ,Mucin
Matrisome-associated,ECM-affiliated Proteins,Muc20,mucin 20,BC026367|MGC31081,MGI:2385039,MGI:2385039,E9PUF1:Q8BUE7,NP_001139346.1:NP_001139346.1:NP_666183.2,Mucin
Matrisome-associated,ECM-affiliated Proteins,Muc3,"mucin 3, intestinal",-,MGI:1203527,MGI:1203527,E9PWP7:F6V9H6:O35419:Q3UWC5:Q7TQB7:Q80Y91:Q8R0K3:Q91WF4,XP_006504604.1 ,Mucin
Matrisome-associated,ECM-affiliated Proteins,Muc4,mucin 4,4933405I11Rik,MGI:2153525,MGI:2153525,E9Q7Q0:E9Q9U1:F6R2G3:Q8BJ77:Q8JZM8:Q9QXG1,NP_536705.3,Mucin
Matrisome-associated,ECM-affiliated Proteins,Muc5ac,"mucin 5, subtypes A and C, tracheobronchial/gastric",2210005L13Rik|MGM,MGI:104697,MGI:104697,E9PWB6:E9QAQ8:F6SBN3:Q61916:Q9CVD4,NP_034974.1,Mucin
Matrisome-associated,ECM-affiliated Proteins,Muc5b,"mucin 5, subtype B, tracheobronchial",2300002I04Rik|A130042M24|AV085033|MUC5|MUC9|mucin ,MGI:1921430,MGI:1921430,E9Q5I3:Q8BYW0:Q8K1G6:Q91ZX5:Q9CV93,NP_083077.2:NP_083077.2:NP_083077.2,Mucin
Matrisome-associated,ECM-affiliated Proteins,Muc6,"mucin 6, gastric",-,MGI:2663233,MGI:2663233,F8WIM6:O88714:Q0VAV1:Q80T03,NP_859418.1,Mucin
Matrisome-associated,ECM-affiliated Proteins,Mucl1,mucin-like 1,MGC102563|Spt-2|Spt2,MGI:98393,MGI:98393,J3KMG6:Q58ET3:Q62265:Q91X55,NP_033294.1,Mucin
Matrisome-associated,ECM-affiliated Proteins,Ovgp1,oviductal glycoprotein 1,120kDa|AU016433|AU019448|Chit5|MOGP|OGP|muc9,MGI:106661,MGI:106661,B9EHI6:E9Q099:Q54AJ4:Q5GJ02:Q62010:Q8C6P2:Q99MJ5,NP_031722.1:NP_031722.1,
Matrisome-associated,ECM-affiliated Proteins,Parm1,prostate androgen-regulated mucin-like protein 1,2210012L08Rik|9130213B05Rik|W91666,MGI:2443349,MGI:2443349,Q923D3,NP_663537.1,
Matrisome-associated,ECM-affiliated Proteins,Plxdc1,plexin domain containing 1,2410003I07Rik|AI848450|MGC130377|Tem7,MGI:1919574,MGI:1919574,A2A539:Q91ZV7,NP_001157080.1:NP_082475.3,
Matrisome-associated,ECM-affiliated Proteins,Plxdc2,plexin domain containing 2,1200007L24Rik|5430431D22Rik|AI646728|AU022916|AV23,MGI:1914698,MGI:1914698,B1AY85:B1AY86:Q9DC11,XP_006497594.1:NP_080438.2,
Matrisome-associated,ECM-affiliated Proteins,Plxna1,plexin A1,2600013D04Rik|KIAA4053|NOV|Plxn1|mKIAA4053,MGI:107685,MGI:107685,P70206:Q3U3W7,NP_032907.1,Plexin
Matrisome-associated,ECM-affiliated Proteins,Plxna2,plexin A2,2810428A13Rik|AA589422|AW457381|OCT|Plxn2|mKIAA046,MGI:107684,MGI:107684,F6VSI0:P70207:Q80XE5,NP_032908.2,Plexin
Matrisome-associated,ECM-affiliated Proteins,Plxna3,plexin A3,KIAA4078|Plxn3|Plxn4|SEX|mKIAA4078,MGI:107683,MGI:107683,A4FVD1:P70208:Q571A4,NP_032909.2:XP_006527963.1:NP_032909.2,Plexin
Matrisome-associated,ECM-affiliated Proteins,Plxna4,plexin A4,9330117B14|KIAA1550|mKIAA1550,MGI:2179061,MGI:2179061,B9EJ29:Q80UG2,NP_786926.2,Plexin
Matrisome-associated,ECM-affiliated Proteins,Plxnb1,plexin B1,2900002G15Rik|AU042020|mKIAA0407,MGI:2154238,MGI:2154238,B2RWT9:D3YUD0:Q8CJH3,NP_766363.2:NP_766363.2:XP_006512138.1:XP_006512139.1:XP_006512140.1:XP_006512141.1:XP_006512142.1:XP_006512143.1,Plexin
Matrisome-associated,ECM-affiliated Proteins,Plxnb2,plexin B2,1110007H23Rik|Debt|mKIAA0315,MGI:2154239,MGI:2154239,B2RXS4:Q8K2J5:Q99LF0,NP_001152993.1:NP_001271435.1:NP_620088.2:XP_006520475.1:XP_006520476.1:XP_006520477.1,Plexin
Matrisome-associated,ECM-affiliated Proteins,Plxnb3,plexin B3,AI451018|Plxn6,MGI:2154240,MGI:2154240,Q684R0:Q9QY40,NP_062533.2:XP_006527842.1:XP_006527843.1,Plexin
Matrisome-associated,ECM-affiliated Proteins,Plxnc1,plexin C1,2510048K12Rik|AW742158|CD232|Vespr,MGI:1890127,MGI:1890127,M0QWW0:Q8C3X9:Q9CRY9:Q9QZC2,NP_061267.1:NP_061267.1,Plexin
Matrisome-associated,ECM-affiliated Proteins,Plxnd1,plexin D1,6230425C21Rik,MGI:2154244,MGI:2154244,F6T0L5:Q3U1N9:Q3UH93:Q6ZQ83:Q8VCL8:Q9CZF2,NP_080652.2,Plexin
Matrisome-associated,ECM-affiliated Proteins,Prol1,"proline rich, lacrimal 1",Muc10,MGI:107496,MGI:107496,E9PYQ4:Q61002:Q80XS5:Q8VC95:Q9EQG0,NP_032670.2,
Matrisome-associated,ECM-affiliated Proteins,Reg1,regenerating islet-derived 1,-,MGI:97895,MGI:97895,P43137:Q3TV26:Q8C6F9,NP_033068.1:NP_033068.1,
Matrisome-associated,ECM-affiliated Proteins,Reg2,regenerating islet-derived 2,MGC107500|RegII,MGI:97896,MGI:97896,Q08731:Q545J0,NP_033069.1:NP_033069.1,
Matrisome-associated,ECM-affiliated Proteins,Reg3a,regenerating islet-derived 3 alpha,AV063448,MGI:109408,MGI:109408,O09037:Q794C6:Q9CQE4:Q9CVF4,NP_035389.1:NP_035389.1,
Matrisome-associated,ECM-affiliated Proteins,Reg3b,regenerating islet-derived 3 beta,HIP|PAP1|Pap|REG-III,MGI:97478,MGI:97478,P35230,NP_035166.1,
Matrisome-associated,ECM-affiliated Proteins,Reg3d,regenerating islet-derived 3 delta,Ingaprp|MGC130575,MGI:1353426,MGI:1353426,G3UWG6:Q9JMH1:Q9QUS9,NP_001155213.1:NP_001155213.1:NP_038921.2,
Matrisome-associated,ECM-affiliated Proteins,Reg3g,regenerating islet-derived 3 gamma,AI449515,MGI:109406,MGI:109406,O09049:Q545I1,NP_035390.1:NP_035390.1,
Matrisome-associated,ECM-affiliated Proteins,Reg4,"regenerating islet-derived family, member 4",2010002L15Rik|GISP|RELP,MGI:1914959,MGI:1914959,Q9D8G5,NP_080604.2,
Matrisome-associated,ECM-affiliated Proteins,Sdc1,syndecan 1,AA408134|AA409076|CD138|Sstn|Synd|Synd1|syn-1,MGI:1349162,MGI:1349162,E0CYT6:P18828:Q3THY2:Q3V1F2,NP_035649.1:NP_035649.1,Syndecan
Matrisome-associated,ECM-affiliated Proteins,Sdc2,syndecan 2,4833414L08Rik|AA960457|Hspg1|Synd2|syndecan-2,MGI:1349165,MGI:1349165,P43407:Q99L05,NP_032330.1,Syndecan
Matrisome-associated,ECM-affiliated Proteins,Sdc3,syndecan 3,MGC65603|MGC69616|Synd3|mKIAA0468|syn-3,MGI:1349163,MGI:1349163,B1ASF6:Q64519,NP_035650.2,Syndecan
Matrisome-associated,ECM-affiliated Proteins,Sdc4,syndecan 4,AA959608|AW108331|Synd4|ryudocan|syndecan-4,MGI:1349164,MGI:1349164,O35988:Q3U5S6:Q3UKZ1:Q99LM6,NP_035651.1:NP_035651.1,Syndecan
Matrisome-associated,ECM-affiliated Proteins,Sema3a,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",Hsema-I|SEMA1|SemD|Semad|coll-1,MGI:107558,MGI:107558,D3Z2A7:D3Z4Q3:E9Q668:O08665,NP_001230001.1:NP_001230002.1:NP_033178.2:XP_006503620.1:XP_006503621.1:XP_006503622.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema3b,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",AW208495|LUCA-1|SemA|Semaa|sema5|semaV,MGI:107561,MGI:107561,M0QWQ7:M9MMK0:Q0VGP2:Q62177,NP_001036244.1:NP_001278466.1:NP_001278467.1:NP_001278468.1:NP_033179.2:XP_006511725.1:XP_006511726.1:XP_006511727.1:XP_006511728.1:XP_006511729.1:XP_006511731.1:XP_006511732.1:XP_006511733.1:XP_006511734.1:XP_006511735.1:NP_001278467.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema3c,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",1110036B02Rik|SemE|Semae,MGI:107557,MGI:107557,E9PXL2:E9Q0Z0:Q62181,NP_038685.3,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema3d,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",4631426B19Rik,MGI:1860118,MGI:1860118,Q8BH34:Q8BJD7:Q8BKQ6:Q8BMF6,NP_083158.3:XP_006503588.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema3e,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",6430702L12|AA408817|Semah|mKIAA0331,MGI:1340034,MGI:1340034,P70275:Q6ZQD8:Q8CCK6,NP_035478.2,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema3f,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",Sema4|Semak,MGI:1096347,MGI:1096347,O54948:O88632,NP_035479.2:XP_006511738.1:XP_006511739.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema3g,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G",AK129018,MGI:3041242,MGI:3041242,Q4LFA9,NP_001020550.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema4a,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",AI132332|SemB|Semab,MGI:107560,MGI:107560,D3YUM4:D3YVM6:D3YWK5:D3YWV5:D3YZ30:D3Z336:Q62178:V9GWW2:V9GXF5:V9GXH9,NP_001156961.1:NP_001156962.1:NP_001156963.1:NP_038686.3:XP_006501252.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema4b,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B",KIAA1745|SemC|Semac|mKIAA1745,MGI:107559,MGI:107559,F2Z3W4:Q62179:Q8BIR6,NP_038687.2,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema4c,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C",AI426163|Semacl1|Semaf|Semai|mKIAA1739,MGI:109252,MGI:109252,D3YYA8:D3YYW0:Q64151:Q69ZB9,NP_001119519.1:XP_006495868.1:XP_006495869.1:XP_006495870.1:XP_006495871.1:XP_006495872.1:XP_006495873.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema4d,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",CD100|Semacl2|Semaj|Semcl2|coll-4,MGI:109244,MGI:109244,O09126:Q8BJC1,NP_001268809.1:NP_038688.2:XP_006516945.1:XP_006516946.1:XP_006516947.1:XP_006516948.1:XP_006516949.1:XP_006516950.1:XP_006516951.1:XP_006516952.1:XP_006516953.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema4f,"sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain",-,MGI:1340055,MGI:1340055,D3YWP2:Q810B2:Q9Z123,NP_001106953.1:NP_035480.3,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema4g,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G",AI507908|AW554132,MGI:1347047,MGI:1347047,Q69ZE7:Q9WUH7,NP_036106.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",5930434A13|9130201M22Rik|AI464145|Semaf|semF,MGI:107556,MGI:107556,Q3TZP8:Q3UPZ0:Q62217:Q6P1C9:Q8BYL6,NP_033180.2:XP_006520106.1:XP_006520107.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema5b,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B",AI893641|SemG|Semag|mKIAA1445,MGI:107555,MGI:107555,F6PZQ7:F6UDD7:Q60519,NP_038689.2:XP_006521932.1:XP_006521933.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema6a,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",9330158E07|A730020P05Rik|AI851735|Sema6A-1|Semaq|V,MGI:1203727,MGI:1203727,D3YWM8:D3YZJ8:F6WLW8:K3W4S5:O35464:Q8BUT0:Q8BXZ7,XP_006525789.1:XP_006525790.1:XP_006525791.1:XP_006525792.1:NP_061214.2:XP_006525793.1:NP_061214.2,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema6b,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",MGC143995|MGC143996|Sema|Seman|VIb|semaZ,MGI:1202889,MGI:1202889,O54951:Q3TM84:Q3UTK5,NP_001123928.1:NP_038690.1:XP_006523993.1:NP_001123928.1:NP_038690.1:XP_006523993.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema6c,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C",Semay|mKIAA1869,MGI:1338032,MGI:1338032,E9Q4N1:E9Q613:G5E8N4:Q3TU06:Q6ZPG8:Q8R4U3:Q91Y36:Q9WTM3:S4R1B4,NP_001258953.1:XP_006501255.1:XP_006501256.1:XP_006501257.1:XP_006501258.1:XP_006501259.1:XP_006501260.1:XP_006501261.1:XP_006501262.1:XP_006501263.1:XP_006501264.1:XP_006501265.1:XP_006501266.1:XP_006501267.1:NP_001258953.1:NP_035481.1:XP_006501268.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",1110067B02Rik|AA409156|D330011G23|Sema6D-1|Sema6D-,MGI:2387661,MGI:2387661,A2AW73:Q76KF0:Q8BKG8,NP_001277929.1:NP_001277926.1:NP_001277929.1:NP_766125.2:NP_954708.1:NP_954709.1:NP_954710.1:NP_954711.1:XP_006499179.1:XP_006499182.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",2900057C09Rik|CDw108|H-Sema-L|M-Sema-L|Semal,MGI:1306826,MGI:1306826,Q9QUR8,NP_035482.1,Semaphorin
Matrisome-associated,ECM-affiliated Proteins,Sfta2,surfactant associated 2,EG433102,MGI:3643293,MGI:3643293,E9PXB6:G3UYT9,NP_001156666.1,
Matrisome-associated,ECM-affiliated Proteins,Sftpa1,surfactant associated protein A1,SP-A|Sftp-1|Sftp1,MGI:109518,MGI:109518,P35242:Q6P8S2:Q9CQI1,NP_075623.2,
Matrisome-associated,ECM-affiliated Proteins,Sftpb,surfactant associated protein B,AI562151|SF-B|SP-B|Sftp-3|Sftp3,MGI:109516,MGI:109516,F8WGK6:P50405:S4R1N7:S4R239:S4R2L6,NP_680088.1:NP_001269000.1,
Matrisome-associated,ECM-affiliated Proteins,Sftpc,surfactant associated protein C,SP-C|SP5|Sftp-2|Sftp2,MGI:109517,MGI:109517,P21841:Q6P8P8,NP_035489.2,
Matrisome-associated,ECM-affiliated Proteins,Sftpd,surfactant associated protein D,AI573415|SP-D|Sftp4,MGI:109515,MGI:109515,P50404,NP_033186.1,
Matrisome-associated,ECM Regulators,1810010H24Rik,RIKEN cDNA 1810010H24 gene,MGC123578|OTTMUSG00000003581,MGI:1916316,MGI:1916316,Q08AU9,NP_001156945.1,
Matrisome-associated,ECM Regulators,2010005H15Rik,RIKEN cDNA 2010005H15 gene,-,MGI:1924020,MGI:1924020,Q9D8D6,NP_084009.1:XP_006522762.1,Cystatin
Matrisome-associated,ECM Regulators,8030411F24Rik,RIKEN cDNA 8030411F24 gene,Cst14,MGI:1925859,MGI:1925859,Q8VII3,NP_084411.1,Cystatin
Matrisome-associated,ECM Regulators,9230104L09Rik,RIKEN cDNA 9230104L09 gene,MGC129250|MGC129251|mCST E2,MGI:1924955,MGI:1924955,Q3SXH5:Q9D264,NP_084236.1,Cystatin
Matrisome-associated,ECM Regulators,A2m,alpha-2-macroglobulin,A2mp,MGI:2449119,MGI:2449119,Q6GQT1,NP_783327.2,
Matrisome-associated,ECM Regulators,Adam10,a disintegrin and metallopeptidase domain 10,1700031C13Rik|MADM|kuz|kuzbanian,MGI:109548,MGI:109548,D3Z1E6:E9PYF2:O35598:Q6NZC0,NP_031425.2:NP_031425.2,
Matrisome-associated,ECM Regulators,Adam11,a disintegrin and metallopeptidase domain 11,AW060611|Mdc,MGI:1098667,MGI:1098667,Q3TZE2:Q7TQG7:Q9R1V4,NP_033743.2:NP_001104248.1:NP_033743.2:NP_033743.2,
Matrisome-associated,ECM Regulators,Adam12,a disintegrin and metallopeptidase domain 12 (meltrin alpha),KIAA4001|Mltna|mKIAA4001,MGI:105378,MGI:105378,D3YUK3:D3Z117:F6YWH6:Q571B5:Q61824,NP_031426.2,
Matrisome-associated,ECM Regulators,Adam15,a disintegrin and metallopeptidase domain 15 (metargidin),MDC15|metargidin,MGI:1333882,MGI:1333882,O88839:Q3TD57:Q8CA82:Q9D237,NP_001032811.2:NP_033744.1:XP_006500981.1,
Matrisome-associated,ECM Regulators,Adam17,a disintegrin and metallopeptidase domain 17,CD156b|Tace,MGI:1096335,MGI:1096335,B2RRI1:B2RRI4:B7ZNJ0:E9PXU2:J3QMF2:J3QNB3:Q3TMS9:Q3UEC0:Q3UEW9:Q3UNK7:Q3UV09:Q9Z0F8,NP_001264195.1:NP_001264195.1:NP_001278800.1:NP_033745.4,
Matrisome-associated,ECM Regulators,Adam18,a disintegrin and metallopeptidase domain 18,Adam27|Dtgn3|Tmdc3|tMDCIII,MGI:105986,MGI:105986,A6H649:G3UWP9:Q9R157:S5MG48:S5MKH6,NP_034214.2,
Matrisome-associated,ECM Regulators,Adam19,a disintegrin and metallopeptidase domain 19 (meltrin beta),AL024287|M[b]|Mltnb,MGI:105377,MGI:105377,O35674:Q14BL7:Q3UH67:Q3UHT3:Q80UF6,NP_033746.1:NP_001278819.1:NP_033746.1,
Matrisome-associated,ECM Regulators,Adam1a,a disintegrin and metallopeptidase domain 1a,Adam1|Ftna,MGI:2429504,MGI:2429504,Q3V0B1:Q3V0H1:Q3V0Y9:Q60813,NP_742124.2:NP_742124.2,
Matrisome-associated,ECM Regulators,Adam1b,a disintegrin and metallopeptidase domain 1b,Adam1|Ftna,MGI:2429506,MGI:2429506,Q8R534,NP_742123.2,
Matrisome-associated,ECM Regulators,Adam2,a disintegrin and metallopeptidase domain 2,AI323749|Ftnb|Ph30-beta,MGI:1340894,MGI:1340894,Q3TTP6:Q60718:S5MKM2:S5N4P6,NP_033748.2,
Matrisome-associated,ECM Regulators,Adam20,RIKEN cDNA 4930529F22 gene,Adam38|4930529F22Rik,MGI:2152342,MGI:2152342,B2RX16:Q7M763,NP_001009548.1:XP_006509516.1,
Matrisome-associated,ECM Regulators,Adam21,a disintegrin and metallopeptidase domain 21,Adam31,MGI:1861229,MGI:1861229,Q9JI76,NP_065063.1,
Matrisome-associated,ECM Regulators,Adam22,a disintegrin and metallopeptidase domain 22,2900022I03Rik|AI854032|MDC2,MGI:1340046,MGI:1340046,A4FUT9:D3YUP9:D3YUQ0:D6QSS8:F6PZ09:F6SK63:F6TDF4:F6VJ78:F6XIT3:F6XRZ6:F7AYY9:F7BXL9:F7BZ55:F7CDH3:F7DAP1:Q9R1V6:S4R1S5,NP_001091695.1:XP_006503603.1:XP_006503601.1:NP_001007221.1:NP_001007222.1:NP_001091695.1:XP_006503592.1:XP_006503593.1:XP_006503594.1:XP_006503596.1:XP_006503598.1:XP_006503600.1:XP_006503601.1:XP_006503602.1:XP_006503605.1,
Matrisome-associated,ECM Regulators,Adam23,a disintegrin and metallopeptidase domain 23,AW046396|MDC3,MGI:1345162,MGI:1345162,F6ZXL8:Q5SRA0:Q5SVE1:Q8CCI7:Q9R1V7,NP_001171071.1:NP_035910.1:XP_006496032.1:XP_006496033.1,
Matrisome-associated,ECM Regulators,Adam24,a disintegrin and metallopeptidase domain 24 (testase 1),Dtgn5,MGI:105984,MGI:105984,Q60624:Q8CDV3:Q9R160,NP_034216.3:NP_034216.3:XP_006509324.1,
Matrisome-associated,ECM Regulators,Adam25,a disintegrin and metallopeptidase domain 25 (testase 2),-,MGI:1345157,MGI:1345157,Q9R159,NP_035911.2,
Matrisome-associated,ECM Regulators,Adam26a,a disintegrin and metallopeptidase domain 26A (testase 3),Adam26|Dtgn4,MGI:105985,MGI:105985,Q8BMR4:Q9CUQ4:Q9R158,NP_034215.2:NP_034215.2,
Matrisome-associated,ECM Regulators,Adam26b,a disintegrin and metallopeptidase domain 26B,-,MGI:3588304,MGI:3588304,Q6IMH6:Q9CUI8,NP_001009547.1:NP_001009547.1,
Matrisome-associated,ECM Regulators,Adam28,a disintegrin and metallopeptidase domain 28,C130072N01Rik|D430033C21Rik|Dtgn1|MDC-L|MDC-Lm|MDC,MGI:105988,MGI:105988,Q60619:Q71U12:Q8C4L9:Q9JLN6,NP_001041640.1:NP_034212.1:NP_899222.1,
Matrisome-associated,ECM Regulators,Adam29,a disintegrin and metallopeptidase domain 29,-,MGI:2676326,MGI:2676326,G3X9B5:Q80ZN7:Q811Q4,NP_787953.2,
Matrisome-associated,ECM Regulators,Adam3,a disintegrin and metallopeptidase domain 3 (cyritestin),Cyrn1|MGC150317|Taz83|tMDC,MGI:102518,MGI:102518,E9PYS3:E9PYS9:E9QA56:F6TMV4:F8VQ03:Q62287:Q6P907:Q810R6:S5MGA4:S5MZ95,NP_033749.2:NP_033749.2:NP_033749.2,
Matrisome-associated,ECM Regulators,Adam30,a disintegrin and metallopeptidase domain 30,4933424D07Rik|MGC132801|MGC132802|svph4,MGI:1918328,MGI:1918328,Q811Q3:Q9CUC4,NP_081941.1,
Matrisome-associated,ECM Regulators,Adam32,a disintegrin and metallopeptidase domain 32,-,MGI:2653822,MGI:2653822,G3UXC2:G3UXV9:G3UZF6:G3UZY0:Q8K410:S5MKF5:S5MZ42,NP_700446.2:XP_006509226.1,
Matrisome-associated,ECM Regulators,Adam33,a disintegrin and metallopeptidase domain 33,Adaml,MGI:1341813,MGI:1341813,A2AP51:F6Z4C4:F7CIM2:Q58GH7:Q6TYY9:Q6TYZ0:Q8R465:Q923W9:V9GXX4,NP_001157001.1:NP_291093.2,
Matrisome-associated,ECM Regulators,Adam34,a disintegrin and metallopeptidase domain 34,-,MGI:2181992,MGI:2181992,A2RSG8:Q60622:Q8BMR5:Q8K4K0,NP_665688.2:XP_006509500.1:XP_006509501.1:XP_006509502.1:XP_006509503.1:NP_665688.2,
Matrisome-associated,ECM Regulators,Adam39,a disintegrin and metallopeptidase domain 39,1700056P18Rik,MGI:3045694,MGI:3045694,Q7M762:Q9CVR7,NP_001020551.3,
Matrisome-associated,ECM Regulators,Adam4,a disintegrin and metallopeptidase domain 4,AV274654|tMDCV,MGI:104731,MGI:104731,Q60815:Q8CGQ2,NP_033750.1,
Matrisome-associated,ECM Regulators,Adam5,a disintegrin and metallopeptidase domain 5,tMDCII,MGI:104730,MGI:104730,F6S1B5:Q3TTE0:Q78E93:S5N4L0,NP_001258986.1:NP_001258987.1:NP_001258988.1:NP_031427.2,
Matrisome-associated,ECM Regulators,Adam6a,a disintegrin and metallopeptidase domain 6A,Adam6|tMDCIV,MGI:2676316,MGI:2676316,B2RSY5:Q32NZ3:Q8CGQ1,NP_777479.2,
Matrisome-associated,ECM Regulators,Adam6b,a disintegrin and metallopeptidase domain 6B,4930523C11Rik,MGI:2444636,MGI:2444636,Q14DT8:Q6IMH7:Q8C0V3,NP_001009545.1,
Matrisome-associated,ECM Regulators,Adam7,a disintegrin and metallopeptidase domain 7,9230104J12Rik|EAP1|EAPI,MGI:107247,MGI:107247,O35227:Q3TNV5:S5ML36,NP_031428.2,
Matrisome-associated,ECM Regulators,Adam8,a disintegrin and metallopeptidase domain 8,CD156|CD156a|E430039A18Rik|MS2,MGI:107825,MGI:107825,E9Q359:G3UXF8:Q05910:Q3TVN5:Q3U1J7:Q3U1R3:Q3U6N3:Q3U7G2:Q3UA33:Q5VCS5:Q8C269:Q8R3D3,NP_031429.1:NP_031429.1:NP_001277995.1:NP_001277995.1,
Matrisome-associated,ECM Regulators,Adam9,a disintegrin and metallopeptidase domain 9 (meltrin gamma),AU020942|MDC9|Mltng|mKIAA0021,MGI:105376,MGI:105376,E9Q638:Q3U1W3:Q3UG15:Q61072,NP_001257925.1:NP_031430.2:NP_031430.2:NP_031430.2,
Matrisome-associated,ECM Regulators,Adamdec1,"ADAM-like, decysin 1",2210414L24Rik|AI574231|Dcsn,MGI:1917650,MGI:1917650,Q3U0T4:Q9R0X2,NP_067450.1:NP_067450.1,
Matrisome-associated,ECM Regulators,Adamts1,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1",ADAM-TS1|ADAMTS|ADAMTS-1|C3-C5|METH-1|METH1,MGI:109249,MGI:109249,E9PY08:P97857:Q05DU9:Q3TQF7:Q3TTE6:Q3U0I4,NP_033751.3,
Matrisome-associated,ECM Regulators,Adamts10,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10",9430006O18|AW045948|MGC118623|ZnMP,MGI:2449112,MGI:2449112,G3UXX0:G3UY03:G3UZ08:P58459,NP_766207.2,
Matrisome-associated,ECM Regulators,Adamts12,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12",ADAMTS-12|AI605170,MGI:2146046,MGI:2146046,Q3UM66:Q3UXR3:Q811B3:Q8BMS3,NP_780710.2:NP_780710.2,
Matrisome-associated,ECM Regulators,Adamts13,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 13",Gm710|vWF-CP,MGI:2685556,MGI:2685556,A2ALB3:A7LM19:Q769J6,NP_001277393.1:NP_001277394.1:NP_001001322.1,
Matrisome-associated,ECM Regulators,Adamts14,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14",Adamts-14|TS14,MGI:2179942,MGI:2179942,B2RXR8:B2RXX5:E9PX39:Q3UV61,NP_001074596.1,
Matrisome-associated,ECM Regulators,Adamts15,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15",-,MGI:2449569,MGI:2449569,P59384,NP_001019310.1,
Matrisome-associated,ECM Regulators,Adamts16,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 16",MGC37086,MGI:2429637,MGI:2429637,D6RGS8:Q69Z28,NP_742050.2,
