division,category,Gene Symbol,Gene Name,geneid,Ensembl IDs,UniProt IDs,Human Orthologue,Mouse Orthologue,Dr Matrisome,combined_orthology
Matrisome-associated,ECM Regulators,pzp,pregnancy-zone protein,ZDB-GENE-030131-3705,-,-,PZP,Pzp,Yes,PZP
Matrisome-associated,ECM Regulators,serpina1,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1",ZDB-GENE-030131-1421,ENSDARG00000090286,Q5SPJ4:Q502P5:Q6P5I9:X1WF94,SERPINA1,Serpina1a|Serpina1b|Serpina1c|Serpina1d|Serpina1e|Serpina1f,Yes,SERPINA1
Matrisome-associated,ECM Regulators,serpina10a,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10a",ZDB-GENE-041014-246,ENSDARG00000005924,Q5RIH8:A4IG87,SERPINA10,Serpina10,Yes,SERPINA10
Matrisome-associated,ECM Regulators,serpina10b,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10b",ZDB-GENE-100716-5,-,-,SERPINA10,Serpina10,Yes,SERPINA10
Matrisome-associated,ECM Regulators,serpina1l,"serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1, like",ZDB-GENE-040721-3,ENSDARG00000090850,Q24JW6:Q5SPJ1,SERPINA1,Serpina1a|Serpina1b|Serpina1c|Serpina1d|Serpina1e|Serpina1f,Yes,SERPINA1
Matrisome-associated,ECM Regulators,serpina7,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7",ZDB-GENE-041010-47,ENSDARG00000087143,F8W5C3:A8E5C2:Q5XJ64:A8E5C1,SERPINA7,Serpina7,Yes,SERPINA7
Matrisome-associated,ECM Regulators,serpinb1,"serpin peptidase inhibitor, clade B (ovalbumin), member 1",ZDB-GENE-040718-400,ENSDARG00000055416,Q6DG30,SERPINB1,Serpinb1a|Serpinb1b|Serpinb1c,Yes,SERPINB1
Matrisome-associated,ECM Regulators,serpinb1l2,"serpin peptidase inhibitor, clade B (ovalbumin), member 1, like 2",ZDB-GENE-041001-117,ENSDARG00000070396,Q5RIK7,SERPINB1,Serpinb1a|Serpinb1b|Serpinb1c,Yes,SERPINB1
Matrisome-associated,ECM Regulators,serpinb5l,"serpin peptidase inhibitor, clade B (ovalbumin), member 5, like",ZDB-GENE-040426-2047,-,Q6NY48,SERPINB5,Serpinb5,Yes,SERPINB5
Matrisome-associated,ECM Regulators,serpinc1,"serpin peptidase inhibitor, clade C (antithrombin), member 1",ZDB-GENE-030131-264,ENSDARG00000042684,Q8AYE3,SERPINC1,Serpinc1,Yes,SERPINC1
Matrisome-associated,ECM Regulators,serpind1,"serpin peptidase inhibitor, clade D (heparin cofactor), member 1",ZDB-GENE-030711-2,ENSDARG00000021208,B0V3R7:Q8AYE2:A9JTB6:A7YQ79,SERPIND1,Serpind1,Yes,SERPIND1
Matrisome-associated,ECM Regulators,serpine1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",ZDB-GENE-070912-60,ENSDARG00000056795,A8WGQ0:A9ZPD4:F1QRB8,SERPINE1,Serpine1,Yes,SERPINE1
Matrisome-associated,ECM Regulators,serpine2,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2",ZDB-GENE-040426-848,ENSDARG00000029353,Q7ZVL5,SERPINE2,Serpine2,Yes,SERPINE2
Matrisome-associated,ECM Regulators,serpine3,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3",ZDB-GENE-050309-223,ENSDARG00000057108,B0UYL8,SERPINE3,Serpine3,Yes,SERPINE3
Matrisome-associated,ECM Regulators,serpinf1,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1",ZDB-GENE-040912-2,ENSDARG00000069048,Q66I20,SERPINF1,Serpinf1,Yes,SERPINF1
Matrisome-associated,ECM Regulators,serpinf2a,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2a",ZDB-GENE-060822-1,ENSDARG00000076448,F6NQ58:E7F3Z2,SERPINF2,Serpinf2,Yes,SERPINF2
Matrisome-associated,ECM Regulators,serpinf2b,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2b",ZDB-GENE-061215-114,ENSDARG00000061383,R4GET4:A1A5Y8:F1RAP6,SERPINF2,Serpinf2,Yes,SERPINF2
Matrisome-associated,ECM Regulators,serping1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",ZDB-GENE-030131-1262,ENSDARG00000058053,B0V2R7,SERPING1,Serping1,Yes,SERPING1
Matrisome-associated,ECM Regulators,serpinh1a,"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1a",ZDB-GENE-080219-21,ENSDARG00000075954,A8WFU6,SERPINH1,Serpinh1,Yes,SERPINH1
Matrisome-associated,ECM Regulators,serpinh1b,"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1b",ZDB-GENE-990415-93,ENSDARG00000019949,Q90420:F1QQ04:F1R7F7:E9QEB4:Q6IQV2:A0A0R4IE05,SERPINH1,Serpinh1,Yes,SERPINH1
Matrisome-associated,ECM Regulators,serpini1,"serpin peptidase inhibitor, clade I (neuroserpin), member 1",ZDB-GENE-060503-390,ENSDARG00000034168,B7TWP9:B3DJI9,SERPINI1,Serpini1,Yes,SERPINI1
Matrisome-associated,ECM Regulators,spam1,sperm adhesion molecule 1,ZDB-GENE-050506-63,ENSDARG00000004199,E7F437:A1L264:A7MCM8,SPAM1,Hyal5|Spam1,Yes,SPAM1
Matrisome-associated,ECM Regulators,st14a,suppression of tumorigenicity 14 (colon carcinoma) a,ZDB-GENE-030131-6496,ENSDARG00000061173,A3KP13:A5PMX8:A5PMX9:Q1RLP8:F1QJS6:A5PMY0:A1A5H5,ST14,St14,Yes,ST14
Matrisome-associated,ECM Regulators,st14b,suppression of tumorigenicity 14 (colon carcinoma) b,ZDB-GENE-061103-613,ENSDARG00000044655,F1QNJ6:E9QD17:E7F4Q8:A0JMD7,ST14,St14,Yes,ST14
Matrisome-associated,ECM Regulators,sulf1,sulfatase 1,ZDB-GENE-030131-9242,ENSDARG00000038428,Q6EF99:Q6EFA1:F1R7B9:Q6EFA0,SULF1,Sulf1,Yes,SULF1
Matrisome-associated,ECM Regulators,sulf2a,sulfatase 2a,ZDB-GENE-040426-759,ENSDARG00000018423,Q7ZVU8:A5WUS0:A5WUS1:A5WUS2,SULF2,Sulf2,Yes,SULF2
Matrisome-associated,ECM Regulators,sulf2b,sulfatase 2b,ZDB-GENE-030131-775,ENSDARG00000013838,F1R4H9:E9QHA8:Q6EF98:Q6EF97:F1Q9W5:F1QEE9,SULF2,Sulf2,Yes,SULF2
Matrisome-associated,ECM Regulators,tgm1,"transglutaminase 1, K polypeptide",ZDB-GENE-030131-9032,ENSDARG00000017799,F8W5T1,TGM1,Tgm1,Yes,TGM1
Matrisome-associated,ECM Regulators,tgm1l1,transglutaminase 1 like 1,ZDB-GENE-060503-139,ENSDARG00000102106,A0A0R4IN46,TGM1,Tgm1,Yes,TGM1
Matrisome-associated,ECM Regulators,tgm1l2,transglutaminase 1 like 2,ZDB-GENE-110408-37,ENSDARG00000101595,A0A0R4IKS1:A0A0R4IB79,TGM1,Tgm1,Yes,TGM1
Matrisome-associated,ECM Regulators,tgm1l4,transglutaminase 1 like 4,ZDB-GENE-050913-29,ENSDARG00000101407,A0A0R4INB1:Q4V9H9,TGM1,Tgm1,Yes,TGM1
Matrisome-associated,ECM Regulators,tgm2a,"transglutaminase 2, C polypeptide A",ZDB-GENE-040912-78,ENSDARG00000070157,F1R1A8:Q66L63,TGM2,Tgm2,Yes,TGM2
Matrisome-associated,ECM Regulators,tgm2b,transglutaminase 2b,ZDB-GENE-030131-2576,ENSDARG00000074094,Q9I9J8:Q1ECX3:F8W327,TGM2,Tgm2,Yes,TGM2
Matrisome-associated,ECM Regulators,tgm5l,"transglutaminase 5, like",ZDB-GENE-110411-176,ENSDARG00000098837,A0A0R4IGK8:A9JR91:A0A0R4IBE4,TGM5,Tgm5,Yes,TGM5
Matrisome-associated,ECM Regulators,timp2a,TIMP metallopeptidase inhibitor 2a,ZDB-GENE-030612-1,ENSDARG00000061226,Q7SZM6:Q1MTE8:Q1RLX2,TIMP2,Timp2,Yes,TIMP2
Matrisome-associated,ECM Regulators,timp2b,TIMP metallopeptidase inhibitor 2b,ZDB-GENE-040426-2655,ENSDARG00000075261,F6NH88:Q6NUX9:Q6PHJ0,TIMP2,Timp2,Yes,TIMP2
Matrisome-associated,ECM Regulators,timp3,TIMP metallopeptidase inhibitor 3,ZDB-GENE-070824-3,ENSDARG00000101649,A0A0G2L3I3,TIMP3,Timp3,Yes,TIMP3
Matrisome-associated,ECM Regulators,timp4,TIMP metallopeptidase inhibitor 4,ZDB-GENE-121116-3,-,A0A0G2L3I3,TIMP4,Timp4,Yes,TIMP4
Matrisome-associated,ECM Regulators,timp4a,TIMP metallopeptidase inhibitor 4a,ZDB-GENE-070824-1,ENSDARG00000100795,A0A0R4IT47,TIMP4,Timp4,Yes,TIMP4
Matrisome-associated,ECM Regulators,timp4b,TIMP metallopeptidase inhibitor 4b,ZDB-GENE-100603-1,-,W4XZJ5,TIMP4,Timp4,Yes,TIMP4
Matrisome-associated,ECM Regulators,tll1,tolloid-like 1,ZDB-GENE-041020-1,ENSDARG00000037429,O57460:B3DJN6,TLL1,Tll1,Yes,TLL1
Matrisome-associated,ECM Regulators,tmprss15,"transmembrane protease, serine 15",ZDB-GENE-091204-83,ENSDARG00000079393,F1RER3:E9QBX0,TMPRSS15,Tmprss15,Yes,TMPRSS15
Matrisome-associated,ECM Regulators,try,trypsin,ZDB-GENE-010131-7,ENSDARG00000042993,Q8AV83:Q9DDE1:Q561Z7:A0A0R4IE72,PRSS1,Gm10334|Gm5409|Gm5771|Prss1|Prss2|Prss3|Try10|Try4|Try5,Yes,PRSS1
Matrisome-associated,Secreted Factors,amh,anti-Mullerian hormone,ZDB-GENE-050706-192,ENSDARG00000014357,Q6B6Q2:Q50D78:A8E7B8,AMH,Amh,Yes,AMH
Matrisome-associated,Secreted Factors,angpt1,angiopoietin 1,ZDB-GENE-010817-1,ENSDARG00000030364,Q90Z19:Q1MT43:B3DJK2,ANGPT1,Angpt1,Yes,ANGPT1
Matrisome-associated,Secreted Factors,angpt2a,angiopoietin 2a,ZDB-GENE-121101-1,ENSDARG00000014946,A0A0R4IXV0:F1QCW2:I6Z0F9:A0A0R4IMG6,ANGPT2,Angpt2,Yes,ANGPT2
Matrisome-associated,Secreted Factors,angpt2b,angiopoietin 2b,ZDB-GENE-010817-2,ENSDARG00000053906,Q90Z18:Q1LWR7,ANGPT2,Angpt2,Yes,ANGPT2
Matrisome-associated,Secreted Factors,angpt4,angiopoietin 4,ZDB-GENE-110104-1,ENSDARG00000076787,X1WC45,ANGPT4,Angpt4,Yes,ANGPT4
Matrisome-associated,Secreted Factors,angptl1a,angiopoietin-like 1a,ZDB-GENE-040724-269,ENSDARG00000012071,F1QRN9:Q5RH53:Q5KQU0:A7MBQ4,ANGPTL1,Angptl1,Yes,ANGPTL1
Matrisome-associated,Secreted Factors,angptl1b,angiopoietin-like 1b,ZDB-GENE-030131-6243,ENSDARG00000100159,Q7SXV7,ANGPTL1,Angptl1,Yes,ANGPTL1
Matrisome-associated,Secreted Factors,angptl2a,angiopoietin-like 2a,ZDB-GENE-080721-15,ENSDARG00000024030,Q4LES0,ANGPTL2,Angptl2,Yes,ANGPTL2
Matrisome-associated,Secreted Factors,angptl2b,angiopoietin-like 2b,ZDB-GENE-050624-1,ENSDARG00000068369,B0UXH5:Q5KQT9,ANGPTL2,Angptl2,Yes,ANGPTL2
Matrisome-associated,Secreted Factors,angptl3,angiopoietin-like 3,ZDB-GENE-010817-3,ENSDARG00000044365,F1QYL5:B3DID4:E7FBS1:F1QKD1:Q90Z17:A0A0R4IKW9,ANGPTL3,Angptl3,Yes,ANGPTL3
Matrisome-associated,Secreted Factors,angptl4,angiopoietin-like 4,ZDB-GENE-041111-222,ENSDARG00000035859,Q5BLI5:F1QVU9,ANGPTL4,Angptl4,Yes,ANGPTL4
Matrisome-associated,Secreted Factors,angptl5,angiopoietin-like 5,ZDB-GENE-030131-5054,ENSDARG00000056630,I3ISY7:Q6ZM91:F1QUC4,ANGPTL5,-,Yes,ANGPTL5
Matrisome-associated,Secreted Factors,angptl6,angiopoietin-like 6,ZDB-GENE-030131-9735,ENSDARG00000020265,F1R2V2:Q5KQT8,ANGPTL6,Angptl6,Yes,ANGPTL6
Matrisome-associated,Secreted Factors,angptl7,angiopoietin-like 7,ZDB-GENE-041010-175,ENSDARG00000027582,A0A0R4IFD7:Q5XJQ0:B0UX68,ANGPTL7,Angptl7,Yes,ANGPTL7
Matrisome-associated,Secreted Factors,areg,amphiregulin,ZDB-GENE-141216-239,-,-,AREG,Areg,Yes,AREG
Matrisome-associated,Secreted Factors,artna,artemin a,ZDB-GENE-120215-193,ENSDARG00000096252,I3ITH7,ARTN,Artn,Yes,ARTN
Matrisome-associated,Secreted Factors,artnb,artemin b,ZDB-GENE-070705-129,ENSDARG00000093714,A5PMA6,ARTN,Artn,Yes,ARTN
Matrisome-associated,Secreted Factors,bdnf,brain-derived neurotrophic factor,ZDB-GENE-000412-1,ENSDARG00000018817,E9QIT5:Q6NZ01:Q9YH42:C5IG38:B0V301:F1Q5K0,BDNF,Bdnf,Yes,BDNF
Matrisome-associated,Secreted Factors,bmp10,bone morphogenetic protein 10,ZDB-GENE-060526-211,ENSDARG00000061769,A2BGK2,BMP10,Bmp10,Yes,BMP10
Matrisome-associated,Secreted Factors,bmp15,bone morphogenetic protein 15,ZDB-GENE-030131-6115,ENSDARG00000037491,Q0VG66:Q08CT4:F8W2L1:F1QA78:Q58FS4,BMP15,Bmp15,Yes,BMP15
Matrisome-associated,Secreted Factors,bmp2a,bone morphogenetic protein 2a,ZDB-GENE-980526-388,ENSDARG00000013409,B3DI86:O13109,BMP2,Bmp2,Yes,BMP2
Matrisome-associated,Secreted Factors,bmp2b,bone morphogenetic protein 2b,ZDB-GENE-980526-474,ENSDARG00000041430,F1QGJ0:O13108:O93369:O57573,BMP2,Bmp2,Yes,BMP2
Matrisome-associated,Secreted Factors,bmp3,bone morphogenetic protein 3,ZDB-GENE-030131-7192,ENSDARG00000060526,A2AVJ4:A0JML2,BMP3,Bmp3,Yes,BMP3
Matrisome-associated,Secreted Factors,bmp4,bone morphogenetic protein 4,ZDB-GENE-980528-2059,ENSDARG00000019995,P87380:F1QAD6:O13107:O57574,BMP4,Bmp4,Yes,BMP4
Matrisome-associated,Secreted Factors,bmp5,bone morphogenetic protein 5,ZDB-GENE-040426-1413,ENSDARG00000101701,Q7T288:A0A0R4ILD5,BMP5,Bmp5,Yes,BMP5
Matrisome-associated,Secreted Factors,bmp6,bone morphogenetic protein 6,ZDB-GENE-050306-42,ENSDARG00000015686,F1R678:Q5CZV5:E9QDT7,BMP6,Bmp6,Yes,BMP6
Matrisome-associated,Secreted Factors,bmp7a,bone morphogenetic protein 7a,ZDB-GENE-000208-25,ENSDARG00000018260,F1Q926:Q9PTF9:Q0PQ43,BMP7,Bmp7,Yes,BMP7
Matrisome-associated,Secreted Factors,bmp7b,bone morphogenetic protein 7b,ZDB-GENE-060929-328,ENSDARG00000063230,F1QD07:Q08CJ5,BMP7,Bmp7,Yes,BMP7
Matrisome-associated,Secreted Factors,bmp8a,bone morphogenetic protein 8a,ZDB-GENE-030912-13,ENSDARG00000035677,Q1LWW7,BMP8A,Bmp8a,Yes,BMP8A
Matrisome-associated,Secreted Factors,brinp2,bone morphogenetic protein/retinoic acid inducible neural-specific 2,ZDB-GENE-070912-621,ENSDARG00000014302,F1QYG6:A0A0G2UMG0:B0S6I3,BRINP2,Brinp2,Yes,BRINP2
Matrisome-associated,Secreted Factors,brinp3a-1,"bone morphogenetic protein/retinoic acid inducible neural-specific 3a, tandem duplicate 1",ZDB-GENE-080218-16,ENSDARG00000076351,A9JTF7:F1Q7Y2,BRINP3,Brinp3,Yes,BRINP3
Matrisome-associated,Secreted Factors,brinp3a.2,"bone morphogenetic protein/retinoic acid inducible neural-specific 3a, tandem duplicate 2",ZDB-GENE-131119-53,ENSDARG00000061051,F1R441:X1WHJ5,BRINP3,Brinp3,Yes,BRINP3
Matrisome-associated,Secreted Factors,brinp3b,bone morphogenetic protein/retinoic acid inducible neural-specific 3b,ZDB-GENE-121022-1,-,-,BRINP3,Brinp3,Yes,BRINP3
Matrisome-associated,Secreted Factors,btc,"betacellulin, epidermal growth factor family member",ZDB-GENE-050311-1,ENSDARG00000098112,A4QNZ3:A0A0R4INZ6:Q1LVQ0,BTC,Btc,Yes,BTC
Matrisome-associated,Secreted Factors,cbln1,cerebellin 1 precursor,ZDB-GENE-040718-226,ENSDARG00000057296,F1QGT4:Q1L944:Q6DGR2,CBLN1,Cbln1,Yes,CBLN1
Matrisome-associated,Secreted Factors,cbln2a,cerebellin 2a precursor,ZDB-GENE-070912-591,ENSDARG00000074601,B3DK67,CBLN2,Cbln2,Yes,CBLN2
Matrisome-associated,Secreted Factors,cbln2b,cerebellin 2b precursor,ZDB-GENE-070615-12,ENSDARG00000077151,A5PKT3,CBLN2,Cbln2,Yes,CBLN2
Matrisome-associated,Secreted Factors,cbln4,cerebellin 4 precursor,ZDB-GENE-080204-58,ENSDARG00000061240,A8WG47,CBLN4,Cbln4,Yes,CBLN4
Matrisome-associated,Secreted Factors,ccbe1,collagen and calcium binding EGF domains 1,ZDB-GENE-090506-7,ENSDARG00000086158,A8WGB1:A0A0R4IPE1,CCBE1,Ccbe1,Yes,CCBE1
Matrisome-associated,Secreted Factors,ccl11l1,"chemokine (C-C motif) ligand 11, like 1",ZDB-GENE-070302-10,-,-,CCL11,Ccl11,Yes,CCL11
Matrisome-associated,Secreted Factors,ccl19a.1,"chemokine (C-C motif) ligand 19a, tandem duplicate 1",ZDB-GENE-060526-181,ENSDARG00000058389,A2BIR2:A9ZPF5,CCL19,Ccl19,Yes,CCL19
Matrisome-associated,Secreted Factors,ccl19a.2,"chemokine (C-C motif) ligand 19a, tandem duplicate 2",ZDB-GENE-081022-55,ENSDARG00000035632,F6P784:B3DHA6,CCL19,Ccl19,Yes,CCL19
Matrisome-associated,Secreted Factors,ccl19b,chemokine (C-C motif) ligand 19b,ZDB-GENE-091204-19,ENSDARG00000039351,F1QHU2,CCL19,Ccl19,Yes,CCL19
Matrisome-associated,Secreted Factors,ccl20a.1,"chemokine (C-C motif) ligand 20a, duplicate 1",ZDB-GENE-140711-1,-,-,CCL20,Ccl20,Yes,CCL20
Matrisome-associated,Secreted Factors,ccl20a.2,"chemokine (C-C motif) ligand 20a, duplicate 2",ZDB-GENE-140711-2,-,-,CCL20,Ccl20,Yes,CCL20
Matrisome-associated,Secreted Factors,ccl20a.3,"chemokine (C-C motif) ligand 20a, duplicate 3",ZDB-GENE-081022-193,ENSDARG00000101040,B3DGM0,CCL20,Ccl20,Yes,CCL20
Matrisome-associated,Secreted Factors,ccl20a.4,"chemokine (C-C motif) ligand 20a, duplicate 4",ZDB-GENE-110930-1,-,-,CCL20,Ccl20,Yes,CCL20
Matrisome-associated,Secreted Factors,ccl20b,chemokine (C-C motif) ligand 20b,ZDB-GENE-091204-95,ENSDARG00000094511,A9ZPE0,CCL20,Ccl20,Yes,CCL20
Matrisome-associated,Secreted Factors,ccl25a,chemokine (C-C motif) ligand 25a,ZDB-GENE-110222-1,-,-,CCL25,Ccl25,Yes,CCL25
Matrisome-associated,Secreted Factors,ccl25b,chemokine (C-C motif) ligand 25b,ZDB-GENE-110222-2,ENSDARG00000070873,A9ZPF2:F1QBE9,CCL25,Ccl25,Yes,CCL25
Matrisome-associated,Secreted Factors,ccl27a,chemokine (C-C motif) ligand 27a,ZDB-GENE-000208-28,ENSDARG00000058570,F1R6S5:A4FUL8:Q9PTF8:A0A0R4IRX2,CCL27,Ccl27a,Yes,CCL27
Matrisome-associated,Secreted Factors,ccl27b,chemokine (C-C motif) ligand 27b,ZDB-GENE-140714-1,ENSDARG00000079713,F1R744:A9ZPF4,CCL27,Ccl27a,Yes,CCL27
Matrisome-associated,Secreted Factors,chd,chordin,ZDB-GENE-990415-33,ENSDARG00000006110,F8W4C2:F1QKY4:B3DH08:O57472,CHRD,Chrd,Yes,CHRD
Matrisome-associated,Secreted Factors,chrdl2,chordin-like 2,ZDB-GENE-081104-305,ENSDARG00000078916,B4XEZ3,CHRDL2,Chrdl2,Yes,CHRDL2
Matrisome-associated,Secreted Factors,clcf1,cardiotrophin-like cytokine factor 1,ZDB-GENE-110411-244,ENSDARG00000076140,F1R400:F8W2M3,CLCF1,Clcf1,Yes,CLCF1
Matrisome-associated,Secreted Factors,cntf,ciliary neurotrophic factor,ZDB-GENE-090313-176,ENSDARG00000074662,B8JKE1,CNTF,Cntf,Yes,CNTF
Matrisome-associated,Secreted Factors,crhbp,corticotropin releasing hormone binding protein,ZDB-GENE-040801-196,ENSDARG00000024831,Q6DG79,CRHBP,Crhbp,Yes,CRHBP
Matrisome-associated,Secreted Factors,crlf1a,cytokine receptor-like factor 1a,ZDB-GENE-040718-397,ENSDARG00000024365,Q6DG28,CRLF1,Crlf1,Yes,CRLF1
Matrisome-associated,Secreted Factors,crlf1b,cytokine receptor-like factor 1b,ZDB-GENE-080108-1,ENSDARG00000006368,A0A0R4IHT8:B8JL58:A8WG66:A8WHA7,CRLF1,Crlf1,Yes,CRLF1
Matrisome-associated,Secreted Factors,crlf3,cytokine receptor-like factor 3,ZDB-GENE-050417-354,ENSDARG00000070261,E9QBM9:F1QNI2:A9JRV6:Q568M3,CRLF3,Crlf3,Yes,CRLF3
Matrisome-associated,Secreted Factors,csf1a,colony stimulating factor 1a (macrophage),ZDB-GENE-080204-107,ENSDARG00000075343,A0A0B5JQ49:A9JRD6,CSF1,Csf1,Yes,CSF1
Matrisome-associated,Secreted Factors,csf1b,colony stimulating factor 1b (macrophage),ZDB-GENE-061215-106,ENSDARG00000068263,B0UYR0:A0A0B5JQ32:A1A5Z5,CSF1,Csf1,Yes,CSF1
Matrisome-associated,Secreted Factors,csf3a,colony stimulating factor 3 (granulocyte) a,ZDB-GENE-091229-1,ENSDARG00000102211,A0A0R4II44:B8ZHI7,CSF3,Csf3,Yes,CSF3
Matrisome-associated,Secreted Factors,csf3b,colony stimulating factor 3 (granulocyte) b,ZDB-GENE-141212-221,ENSDARG00000098752,A0A0R4IFC8:B5L332,CSF3,Csf3,Yes,CSF3
Matrisome-associated,Secreted Factors,cxcl11.1,"chemokine (C-X-C motif) ligand 11, duplicate 1",ZDB-GENE-070907-2,ENSDARG00000100662,A0A0R4INB9,CXCL11,Cxcl11,Yes,CXCL11
Matrisome-associated,Secreted Factors,cxcl11.2,"chemokine (C-X-C motif) ligand 11, duplicate 2",ZDB-GENE-140703-3,-,-,CXCL11,Cxcl11,Yes,CXCL11
Matrisome-associated,Secreted Factors,cxcl11.3,"chemokine (C-X-C motif) ligand 11, duplicate 3",ZDB-GENE-090303-5,-,-,CXCL11,Cxcl11,Yes,CXCL11
Matrisome-associated,Secreted Factors,cxcl11.4,"chemokine (C-X-C motif) ligand 11, duplicate 4",ZDB-GENE-090303-2,-,-,CXCL11,Cxcl11,Yes,CXCL11
Matrisome-associated,Secreted Factors,cxcl11.5,"chemokine (C-X-C motif) ligand 11, duplicate 5",ZDB-GENE-060526-77,ENSDARG00000092423,A0A0R4IQ43:B0R192,CXCL11,Cxcl11,Yes,CXCL11
Matrisome-associated,Secreted Factors,cxcl11.6,"chemokine (C-X-C motif) ligand 11, duplicate 6",ZDB-GENE-060526-78,ENSDARG00000094706,B0R191,CXCL11,Cxcl11,Yes,CXCL11
Matrisome-associated,Secreted Factors,cxcl11.7,"chemokine (C-X-C motif) ligand 11, duplicate 7",ZDB-GENE-060526-79,ENSDARG00000093779,B0R190,CXCL11,Cxcl11,Yes,CXCL11
Matrisome-associated,Secreted Factors,cxcl11.8,"chemokine (C-X-C motif) ligand 11, duplicate 8",ZDB-GENE-060526-319,ENSDARG00000095747,A2BHJ6,CXCL11,Cxcl11,Yes,CXCL11
Matrisome-associated,Secreted Factors,cxcl12a,chemokine (C-X-C motif) ligand 12a (stromal cell-derived factor 1),ZDB-GENE-030318-1,ENSDARG00000037116,Q8AV10,CXCL12,Cxcl12,Yes,CXCL12
Matrisome-associated,Secreted Factors,cxcl12b,chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1),ZDB-GENE-030721-1,ENSDARG00000055100,Q6V9B5,CXCL12,Cxcl12,Yes,CXCL12
Matrisome-associated,Secreted Factors,cxcl13,chemokine (C-X-C motif) ligand 13,ZDB-GENE-121010-2,-,-,CXCL13,Cxcl13,Yes,CXCL13
Matrisome-associated,Secreted Factors,cxcl14,chemokine (C-X-C motif) ligand 14,ZDB-GENE-000619-1,ENSDARG00000056627,F1QG12:Q9DFG4:Q66L61:Q502Q8,CXCL14,Cxcl14,Yes,CXCL14
Matrisome-associated,Secreted Factors,cxcl8a,chemokine (C-X-C motif) ligand 8a,ZDB-GENE-081104-317,-,A0A0G2KYH9:A0A151N545,CXCL8,-,Yes,CXCL8
Matrisome-associated,Secreted Factors,cxcl8b.1,"chemokine (C-X-C motif) ligand 8b, duplicate 1",ZDB-GENE-101026-3,ENSDARG00000102299,N0GW19,CXCL8,-,Yes,CXCL8
Matrisome-associated,Secreted Factors,cxcl8b.2,"chemokine (C-X-C motif) ligand 8b, duplicate 2",ZDB-GENE-140703-1,-,-,CXCL8,-,Yes,CXCL8
Matrisome-associated,Secreted Factors,cxcl8b.3,"chemokine (C-X-C motif) ligand 8b, duplicate 3",ZDB-GENE-111004-1,ENSDARG00000099169,A0A0R4IPQ6:A9ZPF0,CXCL8,-,Yes,CXCL8
Matrisome-associated,Secreted Factors,dhh,desert hedgehog,ZDB-GENE-990714-5,ENSDARG00000037062,E9QGT4:Q4PLX3:B3DJ46:P79729,DHH,Dhh,Yes,DHH
Matrisome-associated,Secreted Factors,ebi3,Epstein-Barr virus induced 3,ZDB-GENE-070912-615,ENSDARG00000053620,F1QPE3:A8WH81,EBI3,Ebi3,Yes,EBI3
Matrisome-associated,Secreted Factors,eda,ectodysplasin A,ZDB-GENE-050107-6,ENSDARG00000074591,B0YIF1:F1RAV7,EDA,Eda,Yes,EDA
Matrisome-associated,Secreted Factors,egf,epidermal growth factor,ZDB-GENE-070922-1,ENSDARG00000052739,Q6VQA2:F1QKU8:B3DH82:A0A140LGI0:F1QGQ2,EGF,Egf,Yes,EGF
Matrisome-associated,Secreted Factors,egfl6,"EGF-like-domain, multiple 6",ZDB-GENE-040718-157,ENSDARG00000045958,F1R089:Q6DHG1,EGFL6,Egfl6,Yes,EGFL6
Matrisome-associated,Secreted Factors,egfl7,"EGF-like-domain, multiple 7",ZDB-GENE-040429-2,ENSDARG00000100657,Q08CR0:Q6QH77:Q1RLZ3,EGFL7,Egfl7,Yes,EGFL7
Matrisome-associated,Secreted Factors,epgn,epithelial mitogen homolog (mouse),ZDB-GENE-100426-1,ENSDARG00000104992,A0A0R4IWG0,EPGN,Epgn,Yes,EPGN
Matrisome-associated,Secreted Factors,epoa,erythropoietin a,ZDB-GENE-061218-3,ENSDARG00000055163,F1QKY2:B1N8Y1:B1N8Y2:B3DI26:Q2XNF5,EPO,Epo,Yes,EPO
Matrisome-associated,Secreted Factors,epob,erythropoietin b,ZDB-GENE-141216-428,ENSDARG00000100737,A0A0R4IUI4,EPO,Epo,Yes,EPO
